type,element_id,text,metadata,filename
NarrativeText,295c945513fe884584976e5b0a5e56ce,"In this paper, we address this question by mak- ing the following contributions. First, we de- velop a benchmark, named Vision-in-Text Chal- lenge (VITC), to evaluate the capabilities of five SOTA LLMs (GPT-3.5 (OpenAI, 2023), GPT-4 (Achiam et al., 2023), Gemini (Team et al., 2023), Claude (Anthropic, 2023), and Llama2 (Touvron et al., 2023)) of perceiving and responding to queries in the form of ASCII art (Wagner, 2023), which cannot be interpreted using semantics of characters involved. Our results indicate that all five LLMs struggle to understand input queries that use ASCII art to represent one single letter or number. Furthermore, the ability of the LLMs to correctly recognize input queries drop significantly (close to zero) as the input queries contain more letters or numbers.","{'languages': ['heb', 'eng'], 'links': [{'text': 'OpenAI', 'url': 'cite.OpenAIAPI', 'start_index': 211}, {'text': '2023', 'url': 'cite.OpenAIAPI', 'start_index': 219}, {'text': 'Achiam et al .,', 'url': 'cite.achiam2023gpt', 'start_index': 233}, {'text': '2023', 'url': 'cite.achiam2023gpt', 'start_index': 248}, {'text': 'Team et al .,', 'url': 'cite.team2023gemini', 'start_index': 263}, {'text': '2023', 'url': 'cite.team2023gemini', 'start_index': 276}, {'text': 'Anthropic', 'url': 'cite.claude2023card', 'start_index': 291}, {'text': '2023', 'url': 'cite.claude2023card', 'start_index': 302}, {'text': 'Touvron', 'url': 'cite.touvron2023llama', 'start_index': 321}, {'text': 'et al .,', 'url': 'cite.touvron2023llama', 'start_index': 329}, {'text': '2023', 'url': 'cite.touvron2023llama', 'start_index': 337}, {'text': 'Wagner', 'url': 'cite.wagner2023ascii', 'start_index': 410}, {'text': '2023', 'url': 'cite.wagner2023ascii', 'start_index': 418}], 'page_number': 2, 'parent_id': '4714533bb2eb4cbffb54f22579a7aa33', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,49b481925aa30d68c5386259244373ba,"Second, we exploit the limitations of LLMs in recognizing ASCII art and reveal vulnera- bilities of LLMs to a novel jailbreak attack, termed ArtPrompt. A malicious user can launch ArtPrompt by following two steps as depicted in Figure 2. In Step I, ArtPrompt finds the words within a given prompt that may trigger rejections from LLM. In Step II, ArtPrompt crafts a set of cloaked prompts by visually encoding the identi- fied words in the first step using ASCII art. These cloaked prompts are subsequently sent to the victim LLM to execute our jailbreak attack, resulting in responses that fulfill the malicious user’s objectives and induce unsafe behaviors from the victim LLM. Third, we perform extensive experiments to eval-","{'languages': ['heb', 'eng'], 'links': [{'text': '2', 'url': 'figure.caption.2', 'start_index': 235}], 'page_number': 2, 'parent_id': '4714533bb2eb4cbffb54f22579a7aa33', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,ccbb7de8977f5428cf51a7f0a8aeb011,"uate ArtPrompt on five LLMs (GPT-3.5, GPT-4, Claude, Gemini, and Llama2) using two bench- mark datasets (AdvBench (Zou et al., 2023) and HEx-PHI (Qi et al., 2023)). Our comparison with five jailbreak attacks (Direct Instruction, GCG (Zou et al., 2023), AutoDan (Liu et al., 2023), PAIR (Chao et al., 2023), and DeepInception (Li et al., 2023a)) demonstrates that ArtPrompt can effec- tively and efficiently induce unsafe behaviors from LLMs, and outperforms all attacks on average. We further evaluate ArtPrompt against three defenses (Perplexity, Paraphrase (Jain et al., 2023), and Re- tokenization (Provilkov et al., 2019)). We show that ArtPrompt successfully bypasses all defenses.","{'languages': ['heb', 'eng'], 'links': [{'text': 'Zou et al .,', 'url': 'cite.zou2023universal', 'start_index': 114}, {'text': '2023', 'url': 'cite.zou2023universal', 'start_index': 126}, {'text': 'Qi et al .,', 'url': 'cite.qi2023finetunejailbreak', 'start_index': 145}, {'text': '2023', 'url': 'cite.qi2023finetunejailbreak', 'start_index': 156}, {'text': 'Zou', 'url': 'cite.zou2023universal', 'start_index': 232}, {'text': 'et al .,', 'url': 'cite.zou2023universal', 'start_index': 236}, {'text': '2023', 'url': 'cite.zou2023universal', 'start_index': 244}, {'text': 'Liu et al .,', 'url': 'cite.liu2023autodan', 'start_index': 260}, {'text': '2023', 'url': 'cite.liu2023autodan', 'start_index': 272}, {'text': 'Chao et al .,', 'url': 'cite.chao2023jailbreaking', 'start_index': 285}, {'text': '2023', 'url': 'cite.chao2023jailbreaking', 'start_index': 298}, {'text': 'Li et al .,', 'url': 'cite.li2023deepinception', 'start_index': 324}, {'text': '2023a', 'url': 'cite.li2023deepinception', 'start_index': 335}, {'text': 'Jain et al .,', 'url': 'cite.jain2023baselinedefense', 'start_index': 557}, {'text': '2023', 'url': 'cite.jain2023baselinedefense', 'start_index': 570}, {'text': 'Provilkov et al .,', 'url': 'cite.provilkov2019bpe', 'start_index': 599}, {'text': '2019', 'url': 'cite.provilkov2019bpe', 'start_index': 617}], 'page_number': 2, 'parent_id': '4714533bb2eb4cbffb54f22579a7aa33', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,a443105724b09e30a59751e0bea17ec6,2 Related Work,"{'languages': ['heb', 'eng'], 'page_number': 2, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,b87d122db4bee85cb896d34f942c3ec3,"Jailbreak Attacks. As LLMs become increas- ingly integrated in real-world applications, misuses of LLMs and safety concerns (Bender et al., 2021; Bommasani et al., 2021; Carlini et al., 2021; Gan- guli et al., 2022; Weidinger et al., 2021) have at- tracted attention. In particular, multiple jailbreak at- tacks against LLMs have been developed. Zou et al. (2023) and Jones et al. (2023) proposed gradient- based methods to search for inputs to LLMs that can trigger undesired outputs. Another line of work (Liu et al., 2023) used hierarchical genetic algo- rithm to automatically generate jailbreak prompts. Chao et al. (2023) proposed to use a pre-trained LLM to generate adversarial prompt to the victim LLM. Alternatively, Mozes et al. (2023) and Kang et al. (2023) exploited instruction-following behav- iors of LLMs to disrupt LLM safety. Manually-","{'languages': ['heb', 'eng'], 'links': [{'text': 'Bender et al .,', 'url': 'cite.bender2021dangers', 'start_index': 125}, {'text': '2021', 'url': 'cite.bender2021dangers', 'start_index': 140}, {'text': 'Bommasani et al .,', 'url': 'cite.bommasani2021opportunities', 'start_index': 146}, {'text': '2021', 'url': 'cite.bommasani2021opportunities', 'start_index': 164}, {'text': 'Carlini et al .,', 'url': 'cite.carlini2021extracting', 'start_index': 170}, {'text': '2021', 'url': 'cite.carlini2021extracting', 'start_index': 186}, {'text': 'Gan -', 'url': 'cite.ganguli2022predictability', 'start_index': 192}, {'text': 'guli et al .,', 'url': 'cite.ganguli2022predictability', 'start_index': 197}, {'text': '2022', 'url': 'cite.ganguli2022predictability', 'start_index': 210}, {'text': 'Weidinger et al .,', 'url': 'cite.weidinger2021ethical', 'start_index': 216}, {'text': '2021', 'url': 'cite.weidinger2021ethical', 'start_index': 234}, {'text': 'Zou et al .', 'url': 'cite.zou2023universal', 'start_index': 346}, {'text': '2023', 'url': 'cite.zou2023universal', 'start_index': 358}, {'text': 'Jones et al .', 'url': 'cite.jones2023automatically', 'start_index': 368}, {'text': '2023', 'url': 'cite.jones2023automatically', 'start_index': 382}, {'text': 'Liu et al .,', 'url': 'cite.liu2023autodan', 'start_index': 508}, {'text': '2023', 'url': 'cite.liu2023autodan', 'start_index': 520}, {'text': 'Chao et al .', 'url': 'cite.chao2023jailbreaking', 'start_index': 609}, {'text': '2023', 'url': 'cite.chao2023jailbreaking', 'start_index': 622}, {'text': 'Mozes et al .', 'url': 'cite.mozes2023use', 'start_index': 727}, {'text': '2023', 'url': 'cite.mozes2023use', 'start_index': 741}, {'text': 'Kang', 'url': 'cite.kang2023exploiting', 'start_index': 751}, {'text': 'et al .', 'url': 'cite.kang2023exploiting', 'start_index': 756}, {'text': '2023', 'url': 'cite.kang2023exploiting', 'start_index': 764}], 'page_number': 2, 'parent_id': 'a443105724b09e30a59751e0bea17ec6', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Footer,583f90ae73371369439abad4249e6593,2,"{'languages': ['heb', 'eng'], 'page_number': 2, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,6718be67c6e5c66387fbf7c0bca35d3d,"crafted prompts for jailbreaking LLMs were con- structed by Deng et al. (2023) and Yu et al. (2023). In context demonstrations were used in (Wei et al., 2023b; Wang et al., 2023b).","{'languages': ['heb', 'eng'], 'links': [{'text': 'Deng et al .', 'url': 'cite.deng2023jailbreaker', 'start_index': 60}, {'text': '2023', 'url': 'cite.deng2023jailbreaker', 'start_index': 73}, {'text': 'Yu et al .', 'url': 'cite.yu2023gptfuzzer', 'start_index': 83}, {'text': '2023', 'url': 'cite.yu2023gptfuzzer', 'start_index': 94}, {'text': 'Wei et al .,', 'url': 'cite.wei2023jailbreak', 'start_index': 141}, {'text': 'Wang et al .,', 'url': 'cite.wang2023adversarial', 'start_index': 160}, {'text': '2023b', 'url': 'cite.wang2023adversarial', 'start_index': 173}], 'page_number': 3, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,95472aa12df7572db95b3e2550bff739,"Defenses against Jailbreak Attacks. We cat- egorize current defense against jailbreak attacks into the following two categories. The first is Detection-based Defenses, which involve apply- ing input or output filters to detect and block po- tentially harmful user prompts. For example, Jain et al. (2023) adopted input perplexity as an input detection mechanism to defend against jailbreak at- tacks. Helbling et al. (2023) leverages LLM’s own capabilities to detect whether it generates harmful outputs. SmoothLLM (Robey et al., 2023) detected harmful inputs by randomly perturbing multiple copies of inputs and aggregating the corresponding outputs to detect adversarial inputs. The second category is Mitigation-based Defenses. Jain et al. (2023) used paraphrase and retokenization to mod- ify the input to reduce the success rate of gradient- based jailbreak attacks. Li et al. (2023b) proposed rewindable auto-regressive inference that allows LLMs to evaluate their own model outputs, and then use the evaluation result to guide the genera- tion towards safer and more reliable outputs. Other defenses leveraged in-context prompt demonstra- tion to enhance the safety awareness of LLMs (Wei et al., 2023b; Xie et al., 2023; Zhang et al., 2023b).","{'languages': ['heb', 'eng'], 'links': [{'text': 'Jain', 'url': 'cite.jain2023baselinedefense', 'start_index': 284}, {'text': 'et al .', 'url': 'cite.jain2023baselinedefense', 'start_index': 289}, {'text': '2023', 'url': 'cite.jain2023baselinedefense', 'start_index': 297}, {'text': 'Helbling et al .', 'url': 'cite.helbling2023llm', 'start_index': 399}, {'text': '2023', 'url': 'cite.helbling2023llm', 'start_index': 416}, {'text': 'Robey et al .,', 'url': 'cite.robey2023smoothllm', 'start_index': 514}, {'text': '2023', 'url': 'cite.robey2023smoothllm', 'start_index': 528}, {'text': 'Jain et al .', 'url': 'cite.jain2023baselinedefense', 'start_index': 729}, {'text': '2023', 'url': 'cite.jain2023baselinedefense', 'start_index': 742}, {'text': 'Li et al .', 'url': 'cite.li2023rain', 'start_index': 870}, {'text': '2023b', 'url': 'cite.li2023rain', 'start_index': 881}, {'text': 'Wei', 'url': 'cite.wei2023jailbreak', 'start_index': 1190}, {'text': '2023b', 'url': 'cite.wei2023jailbreak', 'start_index': 1202}, {'text': 'Xie et al .,', 'url': 'cite.xie2023defending', 'start_index': 1209}, {'text': '2023', 'url': 'cite.xie2023defending', 'start_index': 1221}, {'text': 'Zhang et al .,', 'url': 'cite.zhang2023defending', 'start_index': 1227}, {'text': '2023b', 'url': 'cite.zhang2023defending', 'start_index': 1241}], 'page_number': 3, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,2eedc4006758aaea210dd3dd04c4d261,"ASCII Art Text. ASCII Art can be used to gener- ate visuals using printable elements and enrich the text environment with enhanced human expressions (Wagner, 2023). Content that can be presented by ASCII Art are diverse, including portraits, objects, and rich-formatting texts. In our paper, we focus on (rich-formatting) texts represented as ASCII Art. We will demonstrate that SOTA LLMs are inade- quately equipped to recognize prompts encoding information using ASCII art.","{'languages': ['heb', 'eng'], 'links': [{'text': 'Wagner', 'url': 'cite.wagner2023ascii', 'start_index': 150}, {'text': '2023', 'url': 'cite.wagner2023ascii', 'start_index': 158}], 'page_number': 3, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,b60ea8bf6f24612b31a9f377df7e2f10,3 VITC Benchmark to Evaluate LLM,"{'languages': ['heb', 'eng'], 'page_number': 3, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,c7eec977123f221dec9c796248fb9421,Capabilities of ASCII Art Recognition,"{'languages': ['heb', 'eng'], 'page_number': 3, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,a4c001e257e9e12fd8b816965aacb01e,"In this section, we evaluate the intrinsic capabilities of LLMs when they are given prompts that cannot be interpreted using semantics. We design a bench- mark called Vision-in-Text Challenge (VITC), and evaluate the capabilities of five SOTA LLMs.","{'languages': ['heb', 'eng'], 'page_number': 3, 'parent_id': 'c7eec977123f221dec9c796248fb9421', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,981ad864bd02f356917a91c5e4071515,3.1 Design of Benchmark VITC,"{'languages': ['heb', 'eng'], 'page_number': 3, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,c4beefc4c05af3ee1298a614b2e22fd2,"Goals. Our objectives are two-fold. First, we aim to comprehensively evaluate LLMs’ capabilities of","{'languages': ['heb', 'eng'], 'page_number': 3, 'parent_id': '981ad864bd02f356917a91c5e4071515', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,206b0cee0330c423e0472a9e453d0e52,"responding to prompts that cannot be interpreted se- mantically. Second, we investigate potential strate- gies to improve the capabilities of LLMs.","{'languages': ['heb', 'eng'], 'page_number': 3, 'parent_id': '981ad864bd02f356917a91c5e4071515', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,e5ac1bc18c7ab2025814ef7e2fb4ee95,"Datasets. VITC provides two labeled datasets, namely VITC-S and VITC-L. VITC-S consists of 8424 samples and covers 36 classes. Each sample is a single character (e.g., a digit from 0 to 9, or a letter from A to Z in upper or lower case) in the form of ASCII art. Samples with identical labels are represented in 234 different fonts filtered by human using Python art library1. VITC-L consists of 8000 samples and covers 800 classes in 10 rep- resentative distinct fonts. Each sample in VITC-L consists of a sequence of characters obtained from VITC-S, where the length of the sequence varies from 2 to 4. Each sample is labeled by concate- nating the corresponding labels of each individual character. Detailed statistics of VITC-S and VITC- L datasets are presented in Table 1.","{'languages': ['heb', 'eng'], 'links': [{'text': '.', 'url': 'Hfootnote.1', 'start_index': 374}, {'text': '1', 'url': 'table.caption.10', 'start_index': 775}], 'page_number': 3, 'parent_id': '981ad864bd02f356917a91c5e4071515', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,944ff7561e9a0d6562dd5dbeccf5cb21,"Task. We consider a recognition task on datasets VITC-S and VITC-L. An LLM performing this task is required to predict the label ˆy = f(x∣x0), where x is a data sample from either VITC-S or VITC-L, x0 is a task description prompt, f(⋅∣⋅) represents the process of generating response un- der given prompt and input sample. When the predicted label ˆy matches the ground truth label y associated with x, then the LLM is considered to succeed in the recognition task.","{'languages': ['heb', 'eng'], 'page_number': 3, 'parent_id': '981ad864bd02f356917a91c5e4071515', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,ab5bf61f09e5f823b3bffa036d063d17,"Metrics. VITC employs two metrics to assess LLM performance on the recognition task. The first metric is prediction accuracy (Acc), defined as","{'languages': ['heb', 'eng'], 'page_number': 3, 'parent_id': '981ad864bd02f356917a91c5e4071515', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
